,Reward,Actor Loss,Critic Loss,Training Time
0,-111704.90000000001,-0.0662744790315628,0.9900001287460327,1481.5095942020416
1,-238198.50000000003,-0.1871376633644104,0.9847052097320557,
2,-71913.2,-0.2211553305387497,0.9794449210166931,
3,-155872.30000000002,-0.48756861686706543,0.9640179872512817,
4,-159130.09999999998,-0.5213478803634644,0.9506963491439819,
5,-199683.4,-0.7224503755569458,0.9471303820610046,
6,-151178.8,-0.5594581961631775,0.9205664396286011,
7,-131546.6,-1.1471295356750488,0.9167936444282532,
8,-182054.30000000002,-1.219683051109314,0.8932497501373291,
9,-192909.4,-1.6631972789764404,0.7720123529434204,
10,-157056.9,-0.2525642514228821,0.8109213709831238,
11,-256206.49999999997,-1.067969799041748,0.8283712267875671,
12,-240060.9,-0.7265860438346863,0.8165466785430908,
13,-220919.5,-1.245280146598816,0.8361084461212158,
14,-320141.7,0.03595133498311043,0.9814514517784119,
15,-203301.30000000002,-0.042443301528692245,1.1470272541046143,
16,-185357.49999999997,-0.7607938051223755,1.0771721601486206,
17,-193367.7,0.3737809360027313,1.1709301471710205,
18,-266804.19999999995,0.32527607679367065,1.0360112190246582,
19,-270886.9,-1.3797037601470947,1.1493020057678223,
20,-295606.0,0.22634170949459076,1.0863703489303589,
21,-181155.5,0.09044774621725082,0.9704025387763977,
22,-178954.0,1.8501163721084595,1.0482079982757568,
23,-132420.0,0.8431295156478882,0.9415925145149231,
24,-146520.3,-0.6227480173110962,0.9776725769042969,
25,-206526.0,0.7822191715240479,0.9778581857681274,
26,-139163.2,-0.9561618566513062,0.9706704020500183,
27,-230692.29999999996,0.6734265089035034,0.8250173926353455,
28,-343882.2,-0.30394405126571655,0.9923809766769409,
29,-232796.90000000002,-0.24737590551376343,0.8269422650337219,
30,-307292.3,-0.061908621340990067,0.7946479320526123,
31,-197627.89999999997,-1.3931363821029663,0.9003275632858276,
32,-224893.49999999997,1.0310227870941162,0.9568204879760742,
33,-183302.9,-1.5672142505645752,0.8676173090934753,
34,-165934.8,-0.6710197329521179,0.8863061666488647,
35,-85538.19999999998,-0.8777665495872498,0.9620454907417297,
36,-130339.1,-2.828172206878662,1.11934232711792,
37,-108971.70000000001,-2.5214016437530518,1.0966134071350098,
38,-109879.00000000001,-2.9481351375579834,1.024370789527893,
39,-123973.9,-1.8621810674667358,0.8943657875061035,
40,-161468.8,0.516974687576294,0.9342207312583923,
41,-156700.80000000002,-2.4335434436798096,1.002855658531189,
42,-100595.7,-2.6456189155578613,1.247361183166504,
43,-146144.3,-4.624856948852539,0.9507635831832886,
44,-178855.99999999997,-2.141725778579712,0.8300949335098267,
45,-134580.4,-1.4586637020111084,0.9632651805877686,
46,-116386.4,-2.8880441188812256,1.080509901046753,
47,-117473.79999999999,-4.327333450317383,0.7809004783630371,
48,-110183.60000000002,-3.969210624694824,0.9034062027931213,
49,-129736.5,-2.0467114448547363,0.9772724509239197,
50,-139262.40000000002,-5.659618854522705,1.0440051555633545,
51,-125083.59999999999,1.417985439300537,1.033138394355774,
52,-85025.10000000002,0.21591466665267944,1.005689263343811,
53,-103506.20000000001,-9.168025970458984,0.9958232641220093,
54,-115109.29999999999,-4.786957263946533,0.8936493396759033,
55,-107921.19999999998,1.7798415422439575,1.2815840244293213,
56,-121588.09999999999,-1.3720887899398804,0.9361395239830017,
57,-113318.40000000001,-4.38038444519043,0.9564899802207947,
58,-67341.2,-5.989981651306152,0.9835278391838074,
59,-113570.5,-4.469568729400635,1.0675833225250244,
60,-84273.5,-1.179610252380371,0.8965429663658142,
61,-165244.6,-4.445061206817627,0.941789984703064,
62,-103702.10000000002,-4.105788707733154,0.6749274134635925,
63,-76942.2,-1.7718456983566284,0.8202497959136963,
64,-29869.399999999994,-4.792562961578369,1.0320326089859009,
65,-80011.2,-4.000176906585693,0.9267026782035828,
66,-46646.7,-2.141200065612793,0.7760092616081238,
67,-54628.4,-8.260845184326172,0.9893770813941956,
68,-111796.49999999997,3.927536725997925,0.9575066566467285,
69,-65897.20000000001,2.035701274871826,1.266823410987854,
70,-97627.2,2.9609525203704834,0.978678286075592,
71,-91313.20000000001,-6.643604278564453,0.8834366798400879,
72,-105254.29999999999,-3.3913185596466064,0.7550860643386841,
73,-196203.49999999997,-3.234886884689331,0.8493711352348328,
74,-134656.0,-3.4875025749206543,0.8782119154930115,
75,-126971.79999999999,-4.285157680511475,1.4007452726364136,
76,-94883.59999999999,0.9701566696166992,0.9621879458427429,
77,-95999.6,-0.5347790122032166,0.8560561537742615,
78,-81976.00000000001,-6.129044532775879,1.1394399404525757,
79,-93727.80000000002,2.022387981414795,1.0785813331604004,
80,-128994.29999999999,-6.724857330322266,1.0538333654403687,
81,-44854.6,-5.464252471923828,0.9798678755760193,
82,-131634.6,-5.029191970825195,0.9281461834907532,
83,-110884.5,1.640203595161438,1.1089650392532349,
84,-96451.8,-3.6826655864715576,0.8088396191596985,
85,-86824.60000000002,-3.4716806411743164,0.9414713978767395,
86,-112533.9,-1.1694592237472534,0.9955828189849854,
87,-117465.09999999999,-3.158906936645508,1.015936017036438,
88,-98647.20000000001,-4.92701530456543,0.7216850519180298,
89,-123450.0,1.9548499584197998,1.1411744356155396,
90,-90340.9,1.2193338871002197,0.891343891620636,
91,-39416.799999999996,-0.7398539185523987,0.8573655486106873,
92,-102162.90000000001,4.531255722045898,1.0897704362869263,
93,-113856.70000000001,-4.015321731567383,0.8329980969429016,
94,-77845.30000000002,2.327603578567505,1.0491968393325806,
95,-102341.99999999999,-4.082111358642578,0.7795296907424927,
96,-84026.79999999997,-1.2367019653320312,0.8873303532600403,
97,-64507.100000000006,-1.7802704572677612,1.1265525817871094,
98,-106044.4,2.4498095512390137,1.147705078125,
99,-80254.20000000001,-10.056403160095215,1.0373045206069946,
100,,-3.9577572345733643,0.9065197706222534,
101,,-1.2197849750518799,1.0850564241409302,
102,,5.188024997711182,1.139914631843567,
103,,-7.042962551116943,0.8100470304489136,
104,,3.6675262451171875,1.1573758125305176,
105,,-0.7287770509719849,0.8201305270195007,
106,,-7.461986064910889,1.2759864330291748,
107,,-2.9370272159576416,0.8732779026031494,
108,,-4.613930702209473,0.9373002052307129,
109,,-11.569234848022461,0.7528141736984253,
110,,-0.6012107729911804,0.6974359750747681,
111,,-7.318789005279541,0.9386816620826721,
112,,-3.4383089542388916,0.9807664155960083,
113,,-2.975046396255493,0.7360073924064636,
114,,8.337321281433105,0.807093620300293,
115,,6.792145252227783,0.8191899061203003,
116,,-4.720338344573975,0.8654108047485352,
117,,-1.0023423433303833,0.9407192468643188,
118,,-3.956264019012451,0.7888315320014954,
119,,5.7629194259643555,1.1649056673049927,
120,,0.0973716527223587,1.019188642501831,
121,,0.2809920310974121,0.9762575626373291,
122,,0.08493667840957642,1.1957601308822632,
123,,-0.43193238973617554,0.8724074363708496,
124,,0.7570525407791138,0.9530249238014221,
125,,0.046406544744968414,0.9778265357017517,
126,,-0.0187312513589859,0.8077578544616699,
127,,-0.7515067458152771,1.099013328552246,
128,,0.7805963158607483,0.8540558218955994,
129,,1.4823410511016846,0.9623498916625977,
130,,0.16595558822155,0.8114216327667236,
131,,-0.2708686292171478,0.8103712797164917,
132,,-1.3283426761627197,1.10049307346344,
