,Reward,Acceptance Ratio,Actor Loss,Critic Loss,Training Time
0,16.604328000000006,1.0,38.53638458251953,1.1943110227584839,2037.5107097625732
1,13.840540999999991,0.99,33.49135208129883,0.862098217010498,
2,13.913946999999993,1.0,31.03311538696289,0.9034236669540405,
3,14.051057999999989,1.0,32.74091720581055,0.8953384160995483,
4,12.081808999999996,1.0,28.41812515258789,0.8015123009681702,
5,14.185103000000003,1.0,33.274784088134766,0.9875037670135498,
6,12.540694000000002,1.0,27.6566162109375,0.7774797081947327,
7,14.183333000000005,1.0,31.546586990356445,0.9692179560661316,
8,13.660074999999996,1.0,29.677480697631836,0.8095206022262573,
9,16.056651999999996,0.9949999999999999,34.942264556884766,1.0210856199264526,
10,16.16826399999999,1.0,38.23870086669922,1.1195091009140015,
11,13.474986999999988,0.985,30.406837463378906,1.0072968006134033,
12,15.826166999999995,0.9949999999999999,37.32951736450195,1.1341969966888428,
13,15.101291000000007,1.0,35.30142593383789,1.1084481477737427,
14,15.009680000000003,1.0,32.979705810546875,1.0483988523483276,
15,15.177668999999984,1.0,34.99638748168945,1.1271634101867676,
16,14.590715,1.0,33.05753707885742,0.9344750046730042,
17,15.425104999999999,0.9949999999999999,34.71472930908203,1.20424222946167,
18,15.901335000000012,1.0,34.79701614379883,1.1080960035324097,
19,14.080980999999998,0.9949999999999999,31.44987678527832,1.0024768114089966,
20,13.924916999999999,1.0,31.16745948791504,0.9089062213897705,
21,15.212963999999994,1.0,33.08237075805664,0.9504552483558655,
22,14.673654000000008,1.0,31.916147232055664,0.9408965706825256,
23,15.523997000000012,0.9949999999999999,34.55722427368164,1.0844709873199463,
24,13.366302999999993,0.9949999999999999,28.387386322021484,0.7473509311676025,
25,12.809197999999999,1.0,27.096839904785156,0.7640124559402466,
26,13.322727999999993,1.0,26.955820083618164,0.9030282497406006,
27,12.167506999999997,1.0,24.312713623046875,0.7002536654472351,
28,14.355491999999998,1.0,30.46670913696289,0.829660952091217,
29,14.007229,1.0,30.175870895385742,0.9006285071372986,
30,15.83835999999999,1.0,34.44145584106445,1.0598762035369873,
31,12.841388,0.99,25.472518920898438,0.7396233677864075,
32,14.260411999999993,1.0,31.530317306518555,0.9161558151245117,
33,13.476312999999994,1.0,26.648115158081055,0.8802862167358398,
34,12.79104399999999,1.0,26.65666389465332,0.8362013101577759,
35,13.290560000000005,0.99,25.572505950927734,0.8824774026870728,
36,12.990371000000007,1.0,26.329835891723633,0.7071970701217651,
37,15.568791999999998,0.9949999999999999,30.604997634887695,0.9302935600280762,
38,15.026594,1.0,30.81901741027832,0.9707143902778625,
39,13.300104000000005,0.9949999999999999,26.548274993896484,0.8336102962493896,
40,15.419127000000007,0.99,30.632368087768555,0.980121374130249,
41,15.456789999999998,0.9949999999999999,30.901613235473633,0.9620576500892639,
42,17.30005800000001,1.0,35.72636032104492,1.155191421508789,
43,16.745459000000004,0.9949999999999999,34.51496887207031,1.037561297416687,
44,14.034173000000004,0.9949999999999999,28.27431297302246,0.8246008157730103,
45,15.636298,1.0,30.93412971496582,0.9676312208175659,
46,15.411233000000005,1.0,30.508012771606445,0.9191235303878784,
47,15.190239999999998,1.0,30.720096588134766,0.961587131023407,
48,13.992152,0.9949999999999999,27.126068115234375,0.7940413355827332,
