,Reward,Actor Loss,Critic Loss
0,14.666734,3.246038484573364,0.6191885948181153
1,15.327663,2.880838966369629,0.4654844403266907
2,14.964808,2.3812764644622804,0.45635647177696226
3,15.267887,2.0800569534301756,0.36918858289718626
4,14.132484,1.050050723552704,0.4269847750663757
5,15.095211,1.208124566078186,0.29637471139431
6,14.982994,1.2812581181526184,0.2702711969614029
7,15.264651,0.7246325194835663,0.31878018379211426
8,14.648186,1.086314618587494,0.22841183245182037
9,15.283319,0.6801988244056701,0.26062740981578825
10,14.927634,1.364046859741211,0.09242794066667556
11,15.098035,1.1388049244880676,0.09132263511419296
12,15.231634,0.03134040236473083,0.25409227013587954
13,14.8734255,-0.17400191426277162,0.2837952710688114
14,15.253884,-0.04264180660247803,0.20499600768089293
15,15.074119,-0.11780858635902405,0.13788581863045693
16,15.269778,-0.4268838554620743,0.3076014339923859
17,14.902923,0.21760194897651672,0.21472183912992476
18,15.169966,-0.15796496868133544,0.3154985159635544
19,14.699254,-0.21349020302295685,0.3211546614766121
20,15.205808,0.45631363391876223,0.11530054658651352
21,15.610134,0.29336532950401306,0.1741721011698246
22,15.220808,-0.030144160985946654,0.22474976181983947
23,15.108202,0.45731857120990754,0.16982590556144714
24,15.176889,0.16463240385055541,0.24361634105443955
25,15.55823,0.17794864177703856,0.22072676680982112
26,14.882942,0.31621617674827573,0.11241464093327522
27,14.576302,0.8791281163692475,0.058896688744425774
28,14.6796,0.15680665671825408,0.08417475689202547
29,15.502916,-0.444575759768486,0.22309535034000874
30,15.201061,-0.7604655951261521,0.2906333804130554
31,15.278717,0.05078613758087158,0.18296314179897308
32,14.913458,0.07459361553192138,0.13779117967933416
33,15.190825,-0.7455313920974731,0.39656085669994356
34,14.855409,-0.6353395402431488,0.25400863885879515
35,15.251549,0.20776201486587526,0.15449119508266448
36,14.681523,-0.2135375201702118,0.29091735780239103
37,15.171018,-0.39108718633651735,0.29996962696313856
38,15.004839,0.4652036190032959,0.19265956282615662
39,14.854995,0.23029282093048095,0.18748325407505034
40,15.144656,-0.04426788687705994,0.23534129783511162
41,15.123326,-0.023379641771316528,0.23914616852998732
42,14.555875,0.19982948899269104,0.19804653227329255
43,15.308397,0.48468019962310793,0.11800070255994796
44,15.100154,0.18129341900348664,0.1269376501441002
45,15.573552,0.17613497674465178,0.20147574618458747
46,14.854736,0.6503025650978088,0.10104262679815293
47,15.123021,-0.6302292108535766,0.27287178486585617
48,15.166017,-0.4602931022644043,0.22443297505378723
49,14.579987,-0.2026813507080078,0.17161558270454408
